Title,Authors,Abstract,Publication Year,Venue,Publisher,Volume,Issue,Pages,DOI,Eprint,Citations,URL,Cited By
Context adaptive ensemble classification mechanism with multi‐criteria decision making for network intrusion detection,"['KD Devprasad', 'S Ramanujam']","Nowadays, intrusion detection systems (IDSs) enabled with computational intelligence for   Intrusion detection systems (IDSs) play a vital role in protecting the Information systems.",2022,Concurrency and …,,,,,,,9,https://onlinelibrary.wiley.com/doi/abs/10.1002/cpe.7110,"/scholar?cites=9355346944204826537&as_sdt=5,33&sciodt=0,33&hl=en"
Modified mutual information-based feature selection for intrusion detection systems in decision tree learning,"['J Song', 'Z Zhu', 'PMD Scully', 'C Price']","become omnipresent, intrusion detection and prevention for these systems become  -based  feature selection algorithm (MMIFS) for intrusion detection on the KDD Cup 99 dataset. The",2014,Journal of computers,,,,,,,16,https://research.aber.ac.uk/en/publications/modified-mutual-information-based-feature-selection-for-intrusion,"/scholar?cites=11971144642743013043&as_sdt=5,33&sciodt=0,33&hl=en"
An explainable and resilient intrusion detection system for industry 5.0,"['D Javeed', 'T Gao', 'P Kumar']",", ie, comprehending the underlying data proof of the prediction decisions for the behavior  of the designed model [6]. Consequently, the decision lacks trust and their output cannot be",2023,IEEE Transactions on …,,,,,,,48,https://ieeexplore.ieee.org/abstract/document/10146000/,"/scholar?cites=8387257777288042810&as_sdt=5,33&sciodt=0,33&hl=en"
"Survey of intrusion detection systems: techniques, datasets and challenges","['A Khraisat', 'I Gondal', 'P Vamplew', 'J Kamruzzaman']",detection. This paper also provides a survey of data-mining techniques applied to design  intrusion detection systems Decision trees: A decision tree comprises of three basic components,2019,Cybersecurity,,,,,,,1630,https://link.springer.com/article/10.1186/s42400-019-0038-7,"/scholar?cites=4328477215217656629&as_sdt=5,33&sciodt=0,33&hl=en"
Network-based intrusion detection model for detecting TCP SYN flooding,"['U Kanlayasiri', 'S Sanguanpong']","statistic of system behavior, and the decision with threshold and fuzzy rule-based  decision.  Our first prototype employs BENEF model to implement the network-based intrusion detection",2000,… of the 4th National Computer Science …,,,,,,,11,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=07c29bc8ca3550d3054b0d01429e6214078b6b00,"/scholar?cites=12061608907852708465&as_sdt=5,33&sciodt=0,33&hl=en"
Design of multilevel hybrid classifier with variant feature sets for intrusion detection system,"['M HACIBEYOĞLU', 'B KARLIK']","The purpose of this study is to improve the classification rate of the intrusion detection  dataset, to  decision trees for intrusion detection,” IEEE/IST Workshop on Monitoring, Attack",2016,… on Information and Systems,,,,,,,33,https://search.ieice.org/bin/summary.php?id=e99-d_7_1810,"/scholar?cites=5982283656078122225&as_sdt=5,33&sciodt=0,33&hl=en"
Intrusion Detection into Cloud‐Fog‐Based IoT Networks Using Game Theory,"['P Pirozmand', 'MA Ghafary', 'S Siadat']","In some network security methods like intrusion tracking systems or firewalls, a decision-making  process based on certain data is required to set a specific security policy on the network.",2020,… and Mobile Computing,,,,,,,20,https://onlinelibrary.wiley.com/doi/abs/10.1155/2020/8819545,"/scholar?cites=12516685167073626218&as_sdt=5,33&sciodt=0,33&hl=en"
Intrusion detection based on ensemble learning for big data classification,"['F Jemili', 'R Meddeb', 'O Korbaa']","model that combines the strengths of Random Forest, XGBoost, and decision trees for  intrusion detection in Big Data environments. Our hybrid model outperforms existing state-of-the-",2024,Cluster Computing,,,,,,,16,https://link.springer.com/article/10.1007/s10586-023-04168-7,"/scholar?cites=13947528462941638121&as_sdt=5,33&sciodt=0,33&hl=en"
Intrusion detection systems and techniques: a review,"['BS Bhati', 'CS Rai']",Rule-based intrusion detection systems Rule-based IDS is built upon certain rules which  are decided according to the previous experiences and then the data is parsed through these,2016,… of Critical Computer-Based Systems,,,,,,,17,https://www.inderscienceonline.com/doi/abs/10.1504/IJCCBS.2016.079077,"/scholar?cites=16404979078812477932&as_sdt=5,33&sciodt=0,33&hl=en"
A Global Intrusion Detection System using PcapSockS Sniffer and Multilayer Perceptron Classifier.,"['A Guezzaz', 'A Asimi', 'Y Asimi', 'Z Tbatou', 'Y Sadqi']",some sniffers tools and to assess the performances of certain intrusion detection and prevention  systems. The  aims to make appropriate decisions by reacting in real time. The IDPSs (,2019,Int. J. Netw. Secur.,,,,,,,44,https://www.academia.edu/download/93941888/ijns-2019-v21-n3-p438-450.pdf,"/scholar?cites=3196045898202752731&as_sdt=5,33&sciodt=0,33&hl=en"
Cyber security challenges: Designing efficient intrusion detection systems and antivirus tools,"['S Mukkamala', 'A Sung', 'A Abraham']","IDSs that rely on audit trails (for deciding whether a particular activity is intrusive or not)  compliment other security technologies (firewalls, file integrity checkers, vulnerability scanners,",2005,"Vemuri, V. Rao, Enhancing …",,,,,,,91,https://books.google.com/books?hl=en&lr=&id=egnOBQAAQBAJ&oi=fnd&pg=PA125&dq=three+way+decision+in+intrusion+detection+systems&ots=kKiUgWC3yC&sig=Z8rGXD3WY0luL0dH0fvaD5SsPOM,"/scholar?cites=12775303926249046926&as_sdt=5,33&sciodt=0,33&hl=en"
Genetic programming for prevention of cyberterrorism through dynamic and evolving intrusion detection,"['JV Hansen', 'PB Lowry', 'RD Meservy']","In summary, learning systems are at the foundation of intrusion detection; but the question  of which learning system is most effective is not yet established. The answer will surely be a",2007,Decision Support …,,,,,,,128,https://www.sciencedirect.com/science/article/pii/S0167923606000625,"/scholar?cites=9859546751988287307&as_sdt=5,33&sciodt=0,33&hl=en"
Performance enhancement of intrusion detection systems using advances in sensor fusion,"['C Thomas', 'N Balakrishnan']","decision for a wider class of attacks, by combining the decisions of multiple Intrusion Detection  Systems In this paper, an architecture using Data-Dependent decision fusion is proposed.",2008,2008 11th International …,,,,,,,38,https://ieeexplore.ieee.org/abstract/document/4632412/,"/scholar?cites=8530633176730893904&as_sdt=5,33&sciodt=0,33&hl=en"
An adaptive ensemble machine learning model for intrusion detection,"['X Gao', 'C Shan', 'C Hu', 'Z Niu', 'Z Liu']","This paper uses NSL-KDD data set and some common algorithms such as decision tree,  random forest and deep neural network to train our model. The MultiTree and adaptive voting",2019,Ieee Access,,,,,,,529,https://ieeexplore.ieee.org/abstract/document/8740962/,"/scholar?cites=6952580138819579877&as_sdt=5,33&sciodt=0,33&hl=en"
Intrusion detection based on machine learning techniques in computer networks,"['AS Dina', 'D Manivannan']","intrusion detection systems. We also discuss some open issues that need to be addressed.   3, is an example of a decision tree for labeling TCP connections. In this figure, rectangular",2021,Internet of Things,,,,,,,106,https://www.sciencedirect.com/science/article/pii/S2542660521001037,"/scholar?cites=6865337457735410954&as_sdt=5,33&sciodt=0,33&hl=en"
Network intrusion detection using feature selection and Decision tree classifier,"['S Sheen', 'R Rajesh']",We describe the use of machine learning techniques which provide decision aids for the   the decision tree approach (C4.5 algorithm) to evaluate our work on intrusion detection.,2008,TENCON 2008-2008 IEEE Region 10 …,,,,,,,59,https://ieeexplore.ieee.org/abstract/document/4766847/,"/scholar?cites=1330384234396635129&as_sdt=5,33&sciodt=0,33&hl=en"
Cluster based ensemble classification for intrusion detection system,"['MA Jabbar', 'R Aluvalu', 'SSS Reddy']","decision tree is a new type of classification rule. It is a generalization of DT, voted decision  stumps and VDT [3 cluster based ensemble classifier for intrusion detection system. The data",2017,Proceedings of the 9th international …,,,,,,,71,https://dl.acm.org/doi/abs/10.1145/3055635.3056595,"/scholar?cites=14198174443231963083&as_sdt=5,33&sciodt=0,33&hl=en"
A hybrid intrusion detection system based on decision tree and support vector machine,"['A Kumari', 'AK Mehta']","Therefore, we need to search out the best ways to protect the system. One of the methods is   through intrusion detection or intrusion prevention. In this paper, a hybrid intrusion detection",2020,2020 IEEE 5th International conference …,,,,,,,32,https://ieeexplore.ieee.org/abstract/document/9250753/,"/scholar?cites=1576637559363206623&as_sdt=5,33&sciodt=0,33&hl=en"
Intrusion detection by machine learning for multimedia platform,"['CY Hsu', 'S Wang', 'Y Qiao']","Intelligent intrusion detection has a trained model for deciding whether the behavior of  network traffic is normal or not. If the trained model detects the abnormal behavior category, it is",2021,Multimedia Tools and Applications,,,,,,,13,https://link.springer.com/article/10.1007/s11042-021-11100-x,"/scholar?cites=16054831669726837876&as_sdt=5,33&sciodt=0,33&hl=en"
Investigation of machine learning algorithms for network intrusion detection,"['S Latif', 'FD Faria', 'MDM Afsar', 'IJ Esha']","of a comparative analysis of intrusion detection systems with different ML algorithms over  the last decade. In paper [40] the authors used Bayesian Network (BN), Decision Tree (C4.5),",2022,International Journal of …,,,,,,,18,https://www.academia.edu/download/108134944/IJIEEB-V14-N2-1.pdf,"/scholar?cites=5029750511702345269&as_sdt=5,33&sciodt=0,33&hl=en"
Research on hybrid intrusion detection method based on the ADASYN and ID3 algorithms,"['Y Li', 'W Xu', 'W Li', 'A Li', 'Z Liu']","model based on ADASYN and ID3 decision tree proposed in this research  false alarm  rate, which is more suitable for intrusion detection tasks. Keywords: intrusion detection; decision",2022,Math Biosci Eng,,,,,,,24,http://www.aimspress.com/aimspress-data/mbe/2022/2/PDF/mbe-19-02-095.pdf,"/scholar?cites=147470845466490151&as_sdt=5,33&sciodt=0,33&hl=en"
HIDCC: A hybrid intrusion detection approach in cloud computing,"['MA Hatef', 'V Shaker', 'MR Jabbarpour']",", a set of rules (signatures) are produced and maintained and are used to make decision on  a received data and attacks detection.3, 13 Signature is a pattern (string) corresponding to a",2018,Concurrency and …,,,,,,,55,https://onlinelibrary.wiley.com/doi/abs/10.1002/cpe.4171,"/scholar?cites=2187938022859010796&as_sdt=5,33&sciodt=0,33&hl=en"
A hybrid approach for an interpretable and explainable intrusion detection system,"['T Dias', 'N Oliveira', 'N Sousa', 'I Praça']",detection. This work proposes an interpretable and explainable hybrid intrusion detection   Some authors have decided to research the integration of the aforementioned NIDS with,2021,… on Intelligent Systems …,,,,,,,23,https://link.springer.com/chapter/10.1007/978-3-030-96308-8_96,"/scholar?cites=14982148467238209713&as_sdt=5,33&sciodt=0,33&hl=en"
Evaluation of contemporary intrusion detection systems for internet of things environment,"['V Choudhary', 'S Tanwar', 'T Choudhury']","alarm rate, decreasing delay in response time, broadening visibility, enhancing the accuracy  of detection, and real time intrusion detection by  A variety of decision trees are combined in",2024,Multimedia Tools and …,,,,,,,9,https://link.springer.com/article/10.1007/s11042-023-15918-5,"/scholar?cites=13203675072219178403&as_sdt=5,33&sciodt=0,33&hl=en"
On the use of decision trees as behavioral approaches in intrusion detection,"['K Tabia', 'S Benferhat']","In this work, we use C4.5 algorithm which is an efficient decision tree induction algorithm  used in intrusion detection in several works [6][10][8][1]. This algorithm builds n-ary decision",2008,2008 Seventh International Conference …,,,,,,,16,https://ieeexplore.ieee.org/abstract/document/4725046/,"/scholar?cites=13240081652283735903&as_sdt=5,33&sciodt=0,33&hl=en"
An effective intrusion detection system using supervised machine learning techniques,"['AS Ahanger', 'SM Khan']","Intrusion Detection Systems. Recently researchers are using Intrusion Detection Systems   showing promising results in detecting intrusions like Random Forest[10], Decision Tree[11]",2021,2021 5th International …,,,,,,,37,https://ieeexplore.ieee.org/abstract/document/9418291/,"/scholar?cites=7033318202382943582&as_sdt=5,33&sciodt=0,33&hl=en"
A proposed wireless intrusion detection prevention and attack system,"['JA Nada', 'MR Al-Mosa']",most known attacks and recording good information will effectively help increase the  chances of making good decisions and improving the quality of intrusion detection.,2018,2018 International Arab Conference on …,,,,,,,13,https://ieeexplore.ieee.org/abstract/document/8672722/,"/scholar?cites=10976335633806480014&as_sdt=5,33&sciodt=0,33&hl=en"
A compound intrusion detection model,"['J Sun', 'H Jin', 'H Chen', 'Q Zhang', 'Z Han']","Bayesian decision theorem to our model, the combination of misuse intrusion detection and  anomaly intrusion detection is achieved. Through the improved Bayesian decision theorem,",2003,Information and Communications …,,,,,,,6,https://link.springer.com/chapter/10.1007/978-3-540-39927-8_34,"/scholar?cites=7412044791719863594&as_sdt=5,33&sciodt=0,33&hl=en"
Investigation on intrusion detection systems (IDSs) in IoT,"['KK Vaigandla', 'N Azmi', 'RK Karne']","is its ability to make decisions. By utilizing data mining and other techniques to extract  useful data, smart objects are able to make intelligent decisions without human intervention.",2022,International Journal of …,,,,,,,33,https://www.researchgate.net/profile/Karthik-Vaigandla/publication/359218384_Investigation_on_Intrusion_Detection_Systems_IDSs_in_IoT/links/622f58799bb94f251c22c640/Investigation-on-Intrusion-Detection-Systems-IDSs-in-IoT.pdf,"/scholar?cites=6212439854305757543&as_sdt=5,33&sciodt=0,33&hl=en"
Machine learning and deep learning methods for intrusion detection systems: A survey,"['H Liu', 'B Lang']",A novel hierarchical intrusion detection system based on decision tree and rules-based  models. In Proceedings of the 2019 15th International Conference on Distributed Computing in,2019,applied sciences,,,,,,,946,https://www.mdpi.com/2076-3417/9/20/4396,"/scholar?cites=5060090569587408223&as_sdt=5,33&sciodt=0,33&hl=en"
Enhancing intelligent alarm reduction for distributed intrusion detection systems via edge computing,"['W Meng', 'Y Wang', 'W Li', 'Z Liu', 'J Li']","3 shows our evaluation and discusses the results. We review related studies on cloud-based  intrusion detection in  Similar to [10, 11], we define a decision value to determine the best",2018,Information Security and …,,,,,,,27,https://link.springer.com/chapter/10.1007/978-3-319-93638-3_44,"/scholar?cites=18007979115715585579&as_sdt=5,33&sciodt=0,33&hl=en"
Intrusion detection with interpretable rules generated using the tsetlin machine,"['KD Abeyrathna', 'HSG Pussewalage']","intrusion detection systems with anomaly based detection,  , Support Vector Machines (SVMs),  Decision Trees (DTs), k-nearest  , DTs, and Decision Rules are some of the traditional inter",2020,2020 IEEE …,,,,,,,13,https://ieeexplore.ieee.org/abstract/document/9308206/,"/scholar?cites=13526577387672493413&as_sdt=5,33&sciodt=0,33&hl=en"
Intrusion sensor data fusion in an intelligent intrusion detection system architecture,"['A Siraj', 'RB Vaughn', 'SM Bridges']",Decision Engine for an Intelligent Intrusion Detection System (IIDS) that fuses information from  different intrusion detection  The Decision Engine uses Fuzzy Cognitive Maps (FCMs) and,2004,37th Annual Hawaii …,,,,,,,82,https://ieeexplore.ieee.org/abstract/document/1265658/,"/scholar?cites=18351958270965365112&as_sdt=5,33&sciodt=0,33&hl=en"
An agent-based intrusion detection system for local area networks,['J Sen'],"model to combine a priori knowledge and observed data to take a decision. Lastly, a  Bayesian network allows updating of the beliefs and thus can be used to recognize novel attack",2010,arXiv preprint arXiv:1011.1531,,,,,,,33,https://arxiv.org/abs/1011.1531,"/scholar?cites=14853177276425070589&as_sdt=5,33&sciodt=0,33&hl=en"
Multi-level host-based intrusion detection system for Internet of things,"['R Gassais', 'N Ezzati-Jivan', 'JM Fernandez']",Table 3 provides a quick overview of those algorithms. We decided to use both very  recent deep neural network techniques and more traditional machine learning algorithms to,2020,Journal of Cloud …,,,,,,,85,https://link.springer.com/article/10.1186/s13677-020-00206-6,"/scholar?cites=10750302161384349779&as_sdt=5,33&sciodt=0,33&hl=en"
Intrusion detection systems: A state-of-the-art taxonomy and survey,"['M Alkasassbeh', 'S Al-Haj Baddar']",Intrusion Detection Systems (IDSs) have become essential to the sound operations of networks.  These systems  -of-the-art intrusion detection systems. It also depicts the characteristics,2023,Arabian Journal for Science and …,,,,,,,38,https://link.springer.com/article/10.1007/s13369-022-07412-1,"/scholar?cites=14516412255802520824&as_sdt=5,33&sciodt=0,33&hl=en"
Estimation of distribution algorithm for optimization of neural networks for intrusion detection system,"['Y Chen', 'Y Zhang', 'A Abraham']","Vector Machine [3], Neuro-Fuzzy systems [4],  ] and Decision Trees [10] have been used  for intrusion detection. Various data mining techniques have been applied to intrusion detection",2006,International Conference on Artificial …,,,,,,,18,https://link.springer.com/chapter/10.1007/11785231_2,"/scholar?cites=16037187559603798452&as_sdt=5,33&sciodt=0,33&hl=en"
An intrusion detection system using machine learning for internet of medical things,"['I Idrissi', 'M Boukabous', 'M Grari', 'M Azizi']","In this paper, we present an intrusion detection system (IDS)  XGBoost is a three-way split  based on decision trees. It uses  it is a two-way split based on decision trees. LightGBM can be",2022,… Energy Systems,,,,,,,6,https://link.springer.com/chapter/10.1007/978-981-19-6223-3_66,"/scholar?cites=3440883890760690654&as_sdt=5,33&sciodt=0,33&hl=en"
Improving the performance of the intrusion detection systems by the machine learning explainability,['QV Dang'],This study aims to explain the state-of-the-art machine learning models that are used in  the intrusion detection  system if we do not know what makes the system give this decision.,2021,International Journal of Web Information Systems,,,,,,,27,https://www.emerald.com/insight/content/doi/10.1108/IJWIS-03-2021-0022/full/html,"/scholar?cites=18065158984034829343&as_sdt=5,33&sciodt=0,33&hl=en"
An intrusion detection and prevention system in cloud computing: A systematic review,"['A Patel', 'M Taghavi', 'K Bakhtiyari', 'JC Júnior']",Alarm correlation can be performed in three ways:  Through a centralized management  control an accurate detection decision can be made based on all the available alerts information.,2013,Journal of network and …,,,,,,,594,https://www.sciencedirect.com/science/article/pii/S108480451200183X,"/scholar?cites=7422773520377258848&as_sdt=5,33&sciodt=0,33&hl=en"
Intrusion detection combining multiple decision trees by fuzzy logic,"['J Tian', 'Y Fu', 'Y Xu', 'J Wang']","We study FIFDT based on DARPA intrusion detection data (ie KDD99). To collect 150,000  connection records from KDD99 as training dataset, which contains 70,000 Normal records",2005,Sixth International Conference on …,,,,,,,27,https://ieeexplore.ieee.org/abstract/document/1578909/,"/scholar?cites=17293097409840837306&as_sdt=5,33&sciodt=0,33&hl=en"
Performance analysis of network intrusion detection systems using j48 and naive bayes algorithms,"['S Razdan', 'H Gupta', 'A Seth']",algorithms when used in Intrusion detection systems produce different performance This  study aims to evaluate the Intrusion detection performance of J48 Decision Tree and Naive,2021,2021 6th International …,,,,,,,14,https://ieeexplore.ieee.org/abstract/document/9417971/,"/scholar?cites=1592117046898155717&as_sdt=5,33&sciodt=0,33&hl=en"
Ensemble based collaborative and distributed intrusion detection systems: A survey,"['G Folino', 'P Sabatino']","In practice, after a number of classifiers are built usually using some parts of the original  dataset, the predictions of the different classifiers are combined and a common decision is taken",2016,Journal of Network and Computer Applications,,,,,,,168,https://www.sciencedirect.com/science/article/pii/S1084804516300248,"/scholar?cites=10411844404163897550&as_sdt=5,33&sciodt=0,33&hl=en"
RETRACTED ARTICLE: A study on supervised machine learning algorithm to improvise intrusion detection systems for mobile ad hoc networks,"['S Vimala', 'V Khanaa', 'C Nalini']","Towards reliable data feature retrieval and decision engine in host-based anomaly detection  systems. In: IEEE 10th Conference on Industrial Electronics and Applications, pp. 513–517 (",2019,Cluster Computing,,,,,,,30,https://link.springer.com/article/10.1007/s10586-018-2686-x,"/scholar?cites=1992464422264679334&as_sdt=5,33&sciodt=0,33&hl=en"
Machine learning for network-based intrusion detection systems: an analysis of the CIDDS-001 dataset,"['J Carneiro', 'N Oliveira', 'N Sousa', 'E Maia']",detection performance in controlled environments. The lack of well grounded datasets for the  Network Intrusion Detection Systems ( This knowledge will influence his following decisions,2021,… symposium on distributed …,,,,,,,22,https://link.springer.com/chapter/10.1007/978-3-030-86261-9_15,"/scholar?cites=12834210489628104863&as_sdt=5,33&sciodt=0,33&hl=en"
An efficient network intrusion detection method based on information theory and genetic algorithm,"['T Xia', 'G Qu', 'S Hariri', 'M Yousif']","In our approach, we consider the intrusion detection as a data  the traffic information before  making decisions. Data mining is a  way, we compute the mutual information of the decision",2005,PCCC 2005. 24th IEEE …,,,,,,,124,https://ieeexplore.ieee.org/abstract/document/1460505/,"/scholar?cites=11920133609491906814&as_sdt=5,33&sciodt=0,33&hl=en"
An incremental decision tree algorithm based on rough sets and its application in intrusion detection,"['F Jiang', 'Y Sui', 'C Cao']",some existing leaf node in the currently active decision tree  tal methods for rebuilding  decision trees too many times.  proposed algorithm to intrusion detection. The experimental,2013,Artificial Intelligence Review,,,,,,,46,https://link.springer.com/article/10.1007/s10462-011-9293-z,"/scholar?cites=11215355389024001781&as_sdt=5,33&sciodt=0,33&hl=en"
The base-rate fallacy and its implications for the difficulty of intrusion detection,['S Axelsson'],"Policy detection Our term for the detection strategy of deciding in advance what type of  behaviour is undesirable, and through the use of a default permit or default deny policy,",1999,Proceedings of the 6th ACM Conference on Computer …,,,,,,,532,https://dl.acm.org/doi/abs/10.1145/319709.319710,"/scholar?cites=15927287355267318070&as_sdt=5,33&sciodt=0,33&hl=en"
Unveiling the Performance Insights: Benchmarking Anomaly-Based Intrusion Detection Systems Using Decision Tree Family Algorithms on the CICIDS2017 Dataset,"['M Azalmad', 'R El Ayachi', 'M Biniz']","This paper contributes to the field of intrusion detection systems by benchmarking the  decision tree family. As a result of our study XGBoost achieves the highest accuracy of 99%,",2023,International Conference on Business …,,,,,,,2,https://link.springer.com/chapter/10.1007/978-3-031-37872-0_15,"/scholar?cites=6121600243765234816&as_sdt=5,33&sciodt=0,33&hl=en"
A consolidated decision tree-based intrusion detection system for binary and multiclass imbalanced datasets,"['R Panigrahi', 'S Borah', 'AK Bhoi', 'MF Ijaz', 'M Pramanik']",These are the only three intrusion detection systems available and published recently while  writing this thesis. The performance outcome of those models is silent about the detection,2021,Mathematics,,,,,,,141,https://www.mdpi.com/2227-7390/9/7/751,"/scholar?cites=13466787210262221626&as_sdt=5,33&sciodt=0,33&hl=en"
Bayesian event classification for intrusion detection,"['C Kruegel', 'D Mutz', 'W Robertson']","in a more meaningful way. The contribution of this paper is the description of this decision  process, a novel method of event classification in anomaly-based intrusion detection systems.",2003,19th Annual Computer …,,,,,,,568,https://ieeexplore.ieee.org/abstract/document/1254306/,"/scholar?cites=13659498479078732238&as_sdt=5,33&sciodt=0,33&hl=en"
Understanding modern intrusion detection systems: a survey,"['LH Yeo', 'X Che', 'S Lakkaraju']",detection. This section presents an extensive study over the various intrusion detection classifier  techniques and hybrid detection  decisions must be made in indefinite environments like,2017,arXiv preprint arXiv:1708.07174,,,,,,,38,https://arxiv.org/abs/1708.07174,"/scholar?cites=16481409158462010687&as_sdt=5,33&sciodt=0,33&hl=en"
"Intrusion detection and virology: an analysis of differences, similarities and complementariness","['B Morin', 'L Mé']","problem remains the same: virus detection consists in deciding if a program contains   intrusion detection is not to detect infected computer programs, but to analyze the activities of some",2007,Journal in computer virology,,,,,,,29,https://link.springer.com/article/10.1007/s11416-007-0036-2,"/scholar?cites=2556791573895991856&as_sdt=5,33&sciodt=0,33&hl=en"
Classification analysis of intrusion detection on NSL-KDD using machine learning algorithms,"['YK Ever', 'B Sekeroglu', 'K Dimililer']","In this paper, three benchmark machine learning algorithms; decision tree, support vector   the intrusion detection classification performance of considered machine learning techniques.",2019,… and Intelligent Information Systems,,,,,,,39,https://link.springer.com/chapter/10.1007/978-3-030-27192-3_9,"/scholar?cites=6103964789260857702&as_sdt=5,33&sciodt=0,33&hl=en"
IoT security with Deep Learning-based Intrusion Detection Systems: A systematic literature review,"['I Idrissi', 'M Azizi', 'O Moussaoui']","; the machine is trained to make some precise decisions, where the machine trains itself   best possible information for producing accurate decisions. Some of best-known machine",2020,2020 Fourth international …,,,,,,,70,https://ieeexplore.ieee.org/abstract/document/9268713/,"/scholar?cites=9666033223323138804&as_sdt=5,33&sciodt=0,33&hl=en"
Intrusion detection systems for the availability attacks in ad-hoc networks,"['N Shah', 'S Valiveti']",with Ad Hoc Networks based Intrusion Detection System (IDS)  This paper will be useful for  deciding the best IDS scheme  This paper will be useful for deciding the best IDS scheme for,2012,International Journal of Electronics and Computer …,,,,,,,23,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=46742cacba84bd4ebbc1a79f0986c653e443bcfc,"/scholar?cites=15013950575132091183&as_sdt=5,33&sciodt=0,33&hl=en"
Alert correlation in collaborative intelligent intrusion detection systems—A survey,"['HT Elshoush', 'IM Osman']","A collaborative, intelligent intrusion detection system (CIIDS)  detection engine is rarely  satisfactory. In particular, two main challenges in current collaborative intrusion detection systems",2011,Applied Soft Computing,,,,,,,230,https://www.sciencedirect.com/science/article/pii/S156849461000311X,"/scholar?cites=9923974009124881036&as_sdt=5,33&sciodt=0,33&hl=en"
A research paper on hybrid intrusion detection system,"['A Kumar', 'HC Maurya', 'R Misra']","layers with intrusion detection systems. To understand what role intrusion detection has in   not be within the scope of this thesis, but can be controlled by the decisions of the analyser.",2013,International Journal of …,,,,,,,20,https://www.researchgate.net/profile/Rahul-Misra-7/publication/379753489_A_Research_Paper_on_Hybrid_Intrusion_Detection_System/links/661832c966ba7e2359bedeb6/A-Research-Paper-on-Hybrid-Intrusion-Detection-System.pdf,"/scholar?cites=9778675481675951499&as_sdt=5,33&sciodt=0,33&hl=en"
Network intrusion detection system: Machine learning approach,"['AS Jaradat', 'MM Barhoush', 'RB Easa']","The main goal of intrusion detection system (IDS) is to  Recently, intrusion detection  systems employ machine learning  This work proposes a model for intrusion detection and",2022,Indonesian Journal of …,,,,,,,20,https://www.researchgate.net/profile/Ameera-Jaradat/publication/358269181_Network_intrusion_detection_system_machine_learning_approach/links/627acfc4973bbb29cc723204/Network-intrusion-detection-system-Machine-learning-approach.pdf,"/scholar?cites=10481421626367343573&as_sdt=5,33&sciodt=0,33&hl=en"
A comparative study of machine learning classifiers for network intrusion detection,"['FA Khan', 'A Gumaei']",learning techniques for the problem of network intrusion detection. Solanki and Dhamdhere  [23] measured the accuracy of support vector machine (SVM) and decision tree (C4.5),2019,Artificial Intelligence and Security: 5th International …,,,,,,,44,https://link.springer.com/chapter/10.1007/978-3-030-24265-7_7,"/scholar?cites=5238735699129055998&as_sdt=5,33&sciodt=0,33&hl=en"
Application of data mining to network intrusion detection: classifier selection model,"['HA Nguyen', 'D Choi']",Decision Table Decision Table [3] builds a decision table majority classifier. It evaluates  feature subsets using best-first search and can use cross-validation for evaluation. There is a set,2008,Challenges for Next Generation Network Operations …,,,,,,,187,https://link.springer.com/chapter/10.1007/978-3-540-88623-5_41,"/scholar?cites=15980162253892414239&as_sdt=5,33&sciodt=0,33&hl=en"
Real time and offline network intrusion detection using improved decision tree algorithm,['GS Kumar'],"decision rules from the attacked data. In this paper improved, decision tree is implemented  in order to detect  This improved tree is also tested on famous network intrusion dataset",2012,International Journal of Computer Applications,,,,,,,4,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=b70070ca553fda9216ee6bc31a5410a87ca6f9e0,"/scholar?cites=4462795796034111797&as_sdt=5,33&sciodt=0,33&hl=en"
A collaborative and adaptive intrusion detection based on SVMs and decision trees,"['L Teng', 'S Teng', 'F Tang', 'H Zhu', 'W Zhang']","serious problems in the world, intrusion detection is an important defense tool of network   and adaptive intrusion detection method is proposed and a corresponding intrusion detection",2014,… Conference on Data …,,,,,,,22,https://ieeexplore.ieee.org/abstract/document/7022692/,"/scholar?cites=10774054099684983258&as_sdt=5,33&sciodt=0,33&hl=en"
A multi-level correlation-based feature selection for intrusion detection,"['M Prasad', 'RK Gupta', 'S Tripathi']","One feature is selected based on some decision parameter in this method, such as  information gain and Gini index. The rest of the attributes are defined accordingly. After building a",2022,Arabian Journal for Science and …,,,,,,,12,https://link.springer.com/article/10.1007/s13369-022-06760-2,"/scholar?cites=9603050828683605267&as_sdt=5,33&sciodt=0,33&hl=en"
Encoding IP address as a feature for network intrusion detection,['E Shao'],"), and decision tree have been applied for the present study to examine three IP address   Therefore, three ways of encoding IP addresses were introduced. Each IP address was split",2019,,,,,,,,22,https://search.proquest.com/openview/8fa968e6a058d849d4eb5b307ff3637a/1?pq-origsite=gscholar&cbl=18750&diss=y,"/scholar?cites=11986018720994647910&as_sdt=5,33&sciodt=0,33&hl=en"
Ensemble based approach for intrusion detection using extra tree classifier,"['BS Bhati', 'CS Rai']",Combining the decision of different classifier is done to obtain the strong  intrusion detection.  The simulated results show that our proposed scheme is very effective for intrusion detection,2020,… Computing in Engineering: Select Proceedings of …,,,,,,,73,https://link.springer.com/chapter/10.1007/978-981-15-2780-7_25,"/scholar?cites=1557770823579335374&as_sdt=5,33&sciodt=0,33&hl=en"
